"pid","hid_panel","cid_panel","syear_panel","sample1_panel","inputdataset_panel","ple0010_h_panel","pla0009_h_panel","plh0258_v9_panel","plj0626_panel","plj0680_h_panel","plm0529_panel","plh0007_panel","plm0564_panel","plh0011_v2_panel","plh0012_h_panel","plm0663_panel","plm0664_panel","plm0665_panel","plm0666_panel","plm0667_panel","plm0668_panel","plm0672_panel","plm0673_panel","plm0674_panel","plm0675_panel","plj0606_panel","plj0607_panel","plj0608_panel","plj0609_panel","plj0610_panel","plj0611_panel","plj0612_panel","plj0613_panel","plj0614_panel","plj0615_panel","plj0616_panel","plj0617_panel","plj0618_panel","plj0619_panel","plj0620_panel","plj0621_panel","plj0622_panel","plj0623_panel","plj0624_panel","plj0625_panel","bgp143_bgp","bip_518_q106_bip","lr3078_bio","lr3079_bio","lb0228_bio","lr3041_bio","lr3046_bio","lr3130_bio","lr3122_bio","lr3123_bio","lr3124_bio","lr3125_bio","lr3126_bio","lr3127_bio","lr3128_bio","lr3129_bio","lr3136_bio","lr3137_bio","lr3138_bio","lr3139_bio","lr3140_bio","lr3141_bio","lr3142_bio","lr3143_bio","lr3144_bio","lr3145_bio","lr3146_bio","lm0623_bio","lm0624_bio","lr3147_bio","lr3148_bio","lr3149_bio","lr3150_bio","lr3151_bio","lr3152_bio","lr3153_bio","lr3154_bio","lr3155_bio","lr3156_bio","lr3157_bio","lr3158_bio","lr3159_bio","lr3160_bio","lr3161_bio","lr3162_bio","lr3163_bio","lr3164_bio","lr3165_bio","lr3166_bio","lr3167_bio"
37998302,3799832,3799832,2018,31,"bip",1980,2,-5,2,-2,3,4,4,2,-2,2,3,3,4,4,4,7,10,9,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,4,4,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,1,1,-2,-2,1,-2,1,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38000802,3800083,3800083,2016,31,"bgp",1980,2,4,2,6,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,3,2,3,2,3,7,7,1,9,5,8,9,6,5,5,1,1,4,19,1,1,2,-2,3,2014,1,-2,-2,-2,1,-2,-2,-2,1,-2,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38000802,3800083,3800083,2017,31,"bhp",1980,2,-5,2,6,2,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,-2,3,2014,1,-2,-2,-2,1,-2,-2,-2,1,-2,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38000802,3800083,3800083,2018,31,"bip",1980,2,-5,2,6,2,4,4,2,-2,5,1,3,1,4,4,10,10,9,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,-2,3,2014,1,-2,-2,-2,1,-2,-2,-2,1,-2,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38001401,3800148,3800148,2016,31,"bgp",1964,1,4,2,1,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,5,2,0,5,1,7,8,-1,10,10,10,10,7,7,1,1,7,4,10,1,1,2,2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38001401,3800148,3800148,2017,31,"bhp",1964,1,-5,2,3,1,4,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,10,1,1,2,2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38001401,3800148,3800148,2018,31,"bip",1964,1,-5,2,3,2,2,2,2,-2,2,1,3,4,4,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,10,1,1,2,2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38001901,3800199,3800199,2016,31,"bgp",1978,1,4,2,1,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,5,4,2,0,2,-1,1,6,10,10,10,10,0,10,7,7,5,5,1,2,1,-2,-2,2,1,2,2015,-2,-2,1,-2,-2,-2,1,-2,1,-2,1,-2,-2,1,-2,-2,1,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38001901,3800199,3800199,2017,31,"bhp",1978,1,-5,2,3,1,1,1,-1,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,-2,-2,2,1,2,2015,-2,-2,1,-2,-2,-2,1,-2,1,-2,1,-2,-2,1,-2,-2,1,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38001901,3800199,3800199,2018,31,"bip",1978,1,-5,2,-2,7,-1,-1,2,-2,-1,-1,3,4,4,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,-2,-2,2,1,2,2015,-2,-2,1,-2,-2,-2,1,-2,1,-2,1,-2,-2,1,-2,-2,1,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38006201,3800628,3800628,2016,31,"bgp",1991,1,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,-1,10,1,7,-1,10,5,-1,-1,-1,0,1,7,7,7,7,4,19,-2,-2,2,5,5,2014,-2,-2,-2,1,-2,-2,1,-2,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38006201,3800628,3800628,2017,31,"bhp",1991,1,-5,2,3,7,3,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,-2,-2,2,5,5,2014,-2,-2,-2,1,-2,-2,1,-2,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38006201,3800628,3800628,2018,31,"bip",1991,1,-5,2,3,1,4,4,2,-2,5,1,3,4,4,-1,4,10,5,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,-2,-2,2,5,5,2014,-2,-2,-2,1,-2,-2,1,-2,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38006701,3800679,3800679,2016,31,"bgp",1981,1,4,2,2,-8,2,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,1,4,7,10,0,10,10,10,10,7,4,1,1,1,2,19,4,4,2,2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38006701,3800679,3800679,2017,31,"bhp",1981,1,-5,2,3,1,2,2,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,4,4,2,2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38006701,3800679,3800679,2018,31,"bip",1980,1,-5,2,3,2,1,1,1,2,2,5,3,1,1,4,10,10,10,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,19,4,4,2,2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38007201,3800725,3800725,2016,31,"bgp",1972,1,4,2,1,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-1,-1,-1,-1,-1,-1,-1,-1,7,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,1,1,3,1,2015,1,-2,-2,-2,1,1,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38007201,3800725,3800725,2017,31,"bhp",1972,1,-5,2,5,7,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,-1,1,1,3,1,2015,1,-2,-2,-2,1,1,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38007201,3800725,3800725,2018,31,"bip",1972,1,-5,2,6,1,3,3,2,-2,5,1,3,1,1,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,-1,1,1,3,1,2015,1,-2,-2,-2,1,1,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38007402,3800741,3800741,2016,31,"bgp",1969,2,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,-1,5,7,7,-1,7,1,10,-1,10,10,4,10,5,3,6,5,4,4,19,2,1,2,-2,2,2015,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38007402,3800741,3800741,2017,31,"bhp",1969,2,-5,2,3,2,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,2,1,2,-2,2,2015,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38007402,3800741,3800741,2018,31,"bip",1969,2,-5,2,3,2,4,4,-1,-2,5,1,3,4,4,-1,4,-1,-1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,2,1,2,-2,2,2015,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38008301,3800830,3800830,2016,31,"bgp",1972,1,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,6,8,1,4,7,10,5,8,10,10,10,7,7,5,6,5,4,10,2,1,2,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38008301,3800830,3800830,2017,31,"bhp",1972,1,-5,2,3,1,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,10,2,1,2,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38008301,3800830,3800830,2018,31,"bip",1972,1,-5,2,3,2,3,1,2,-2,4,1,3,4,4,-1,5,8,9,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,10,2,1,2,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38010601,3801063,3801063,2016,31,"bgp",1972,1,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,-1,-1,-1,10,-1,10,10,10,10,4,7,5,1,1,4,19,1,2,2,2,2,2014,1,-2,-2,1,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38010601,3801063,3801063,2017,31,"bhp",1972,1,-5,2,3,3,3,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,2,2,2,2,2014,1,-2,-2,1,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38010601,3801063,3801063,2018,31,"bip",1972,1,-5,2,3,2,2,2,-1,-2,3,1,3,4,4,4,5,9,10,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,2,2,2,2,2014,1,-2,-2,1,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38015301,3801535,3801535,2016,31,"bgp",1985,2,4,6,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,4,7,7,10,0,10,10,10,10,6,5,1,1,1,4,1,-2,-2,2,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38015301,3801535,3801535,2017,31,"bhp",1984,2,-5,6,7,1,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,-2,-2,2,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38015301,3801535,3801535,2018,31,"bip",1984,2,-5,6,6,7,4,4,2,-2,5,1,3,4,4,-1,7,7,8,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,-2,-2,2,-2,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38015901,3801594,3801594,2016,31,"bgp",1996,2,4,2,1,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,-1,7,7,4,0,10,10,10,10,7,7,1,1,1,3,1,-2,-2,1,4,3,2016,-2,-2,1,1,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38015901,3801594,3801594,2017,31,"bhp",1967,2,-5,2,1,7,3,3,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,-2,-2,1,4,3,2016,-2,-2,1,1,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38015901,3801594,3801594,2018,31,"bip",1967,2,-5,2,-2,1,2,2,1,1,4,3,3,4,4,2,10,8,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,-2,-2,1,4,3,2016,-2,-2,1,1,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38019701,3801977,3801977,2016,31,"bgp",1972,1,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,-1,7,7,10,0,10,0,10,10,7,7,7,4,1,4,19,4,4,1,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,1,-2,-2,-2,1,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38019701,3801977,3801977,2017,31,"bhp",1972,1,-5,2,3,1,1,2,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,1,-2,-2,-2,1,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38019701,3801977,3801977,2018,31,"bip",1972,1,-5,2,-2,3,3,3,2,-2,4,1,2,1,1,4,10,10,10,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,4,4,1,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,1,-2,-2,-2,1,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38019702,3801977,3801977,2016,31,"bgp",1980,2,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,4,1,1,-1,6,7,6,0,10,9,10,10,5,5,5,7,4,4,19,1,1,2,-2,3,2015,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,1,1,1,-2,-2,1,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38019702,3801977,3801977,2017,31,"bhp",1980,2,-5,2,3,7,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,-2,3,2015,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,1,1,1,-2,-2,1,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38019702,3801977,3801977,2018,31,"bip",1980,2,-5,2,3,2,4,4,2,-2,5,1,3,1,1,4,8,10,-1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,1,1,2,-2,3,2015,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,1,1,1,-2,-2,1,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38021101,3802116,3802116,2016,31,"bgp",1982,2,5,2,3,-8,1,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-1,-1,-1,-1,0,1,2,7,10,-1,10,-1,-1,10,7,7,7,1,7,1,19,-2,-2,2,-2,2,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,1,-2,-2,1,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38021101,3802116,3802116,2017,31,"bhp",1982,2,-5,2,3,7,4,4,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,19,-2,-2,2,-2,2,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,1,-2,-2,1,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38021101,3802116,3802116,2018,31,"bip",1982,2,-5,2,-2,1,3,3,2,-2,4,1,2,1,4,4,10,10,-1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,19,-2,-2,2,-2,2,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,1,-2,-2,1,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38021102,3802116,3802116,2016,31,"bgp",1974,1,5,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,2,4,4,-1,-1,4,-1,10,7,10,10,5,6,1,3,4,4,19,2,2,2,4,4,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38021102,3802116,3802116,2017,31,"bhp",1974,1,-5,2,3,3,1,1,2,-2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,2,2,2,4,4,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38021102,3802116,3802116,2018,31,"bip",1974,1,-5,2,-2,3,3,3,2,-2,4,1,3,1,1,4,10,10,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,19,2,2,2,4,4,2015,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38023201,3802329,3802329,2016,31,"bgp",1958,2,4,4,3,-8,3,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,3,1,-1,7,10,10,10,10,10,10,7,7,7,1,2,3,19,4,4,1,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38023201,3802329,3802329,2017,31,"bhp",1958,2,-5,4,3,7,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,4,4,1,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38023201,3802329,3802329,2018,31,"bip",1958,2,-5,4,-2,3,2,2,2,-2,4,4,3,1,1,4,9,10,-1,-1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,19,4,4,1,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
38023401,3802345,3802345,2016,31,"bgp",1971,1,4,2,3,-8,4,-8,-5,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,3,3,3,7,10,5,10,10,10,6,4,2,6,1,7,4,19,1,1,1,3,3,2015,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
